row_mod,text,conll_03,text,xlmr_output,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated issue,,lingering = not fixed by CoNLL++ or ReCoNLL,
32,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
33,Scotland,B-LOC,Scotland,B-LOC,SPORTS,DATA REPORT,Yes,,,,,,,,
34,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
35,beat,O,beat,O,SPORTS,DATA REPORT,Yes,,,,,,,,
36,Simon,B-PER,Simon,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
37,Parke,I-PER,Parke,I-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
38,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
39,England,B-LOC,England,B-LOC,SPORTS,DATA REPORT,Yes,,,,,,,,
40,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
41,15-7,O,15-7,O,SPORTS,DATA REPORT,Yes,,,,,,,,
42,15-12,O,15-12,O,SPORTS,DATA REPORT,Yes,,,,,,,,
43,15-12,O,15-12,O,SPORTS,DATA REPORT,Yes,,,,,,,,
44,Rodney,B-PER,Rodney,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
45,Eyles,I-PER,Eyles,I-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
46,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
47,Australia,B-LOC,Australia,B-LOC,SPORTS,DATA REPORT,Yes,,,,,,,,
48,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
49,beat,O,beat,O,SPORTS,DATA REPORT,Yes,,,,,,,,
50,Mark,B-PER,Mark,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
51,Cairns,I-PER,Cairns,I-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
52,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
53,England,B-LOC,England,B-LOC,SPORTS,DATA REPORT,Yes,,,,,,,,
54,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
55,15-7,O,15-7,O,SPORTS,DATA REPORT,Yes,,,,,,,,
56,15-6,O,15-6,O,SPORTS,DATA REPORT,Yes,,,,,,,,
57,15-8,O,15-8,O,SPORTS,DATA REPORT,Yes,,,,,,,,
58,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
59,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
60,Final,O,Final,O,SPORTS,DATA REPORT,Yes,,,,,,,,
61,:,O,:,O,SPORTS,DATA REPORT,Yes,,,,,,,,
62,Nicol,B-PER,Nicol,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
63,v,O,v,O,SPORTS,DATA REPORT,Yes,,,,,,,,
64,Eyles,B-PER,Eyles,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
65,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
66,on,O,on,O,SPORTS,DATA REPORT,Yes,,,,,,,,
67,Saturday,O,Saturday,O,SPORTS,DATA REPORT,Yes,,,,,,,,
68,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
69,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
70,-DOCSTART-,O,-DOCSTART-,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,GUNMEN,O,GUNMEN,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,KILL,O,KILL,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,FOUR,O,FOUR,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,IN,O,IN,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,S.AFRICA,B-MISC,S.AFRICA,B-LOC,WORLD EVENTS,TEXT ARTICLE,No,^,CONLL ERROR,,,CONLL TYPE ERROR,,,
77,'S,O,S,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,ZULU,B-MISC,ZULU,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,PROVINCE,O,PROVINCE,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,DURBAN,B-PER,DURBAN,B-LOC,WORLD EVENTS,TEXT ARTICLE,No,^,CONLL ERROR,,,CONLL TYPE ERROR,,,
83,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,South,B-LOC,South,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,Africa,I-LOC,Africa,I-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,1996-12-06,O,1996-12-06,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,At,O,At,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,least,O,least,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,four,O,four,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,people,O,people,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,have,O,have,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,been,O,been,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,shot,O,shot,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,dead,O,dead,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,two,O,two,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,suspected,O,suspected,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,political,O,political,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,attacks,O,attacks,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,South,B-LOC,South,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,Africa,I-LOC,Africa,I-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,'s,O,s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,volatile,O,volatile,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,Zulu,B-MISC,Zulu,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,heartland,O,heartland,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,police,O,police,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,Friday,O,Friday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,A,O,A,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,police,O,police,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,spokesman,O,spokesman,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,two,O,two,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,youths,O,youths,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,believed,O,believed,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,be,O,be,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,supporters,O,supporters,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,President,O,President,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,Nelson,B-PER,Nelson,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,Mandela,I-PER,Mandela,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,'s,O,s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,African,B-ORG,African,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,National,I-ORG,National,I-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,Congress,I-ORG,Congress,I-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,(,O,(,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,ANC,B-ORG,ANC,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,),O,),O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,had,O,had,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,been,O,been,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,killed,O,killed,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,when,O,when,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,unknown,O,unknown,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,gunmen,O,gunmen,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,opened,O,opened,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,fire,O,fire,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,at,O,at,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,rural,O,rural,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,settlement,O,settlement,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,Izingolweni,B-LOC,Izingolweni,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,KwaZulu-Natal,B-LOC,KwaZulu-Natal,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,province,O,province,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,'s,O,s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,south,O,south,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,coast,O,coast,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,Thursday,O,Thursday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,night,O,night,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,The,O,The,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,victims,O,victims,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,were,O,were,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,18,O,18,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,20,O,20,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,he,O,he,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,adding,O,adding,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,one,O,one,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,other,O,other,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,youth,O,youth,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,had,O,had,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,been,O,been,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,wounded,O,wounded,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,shooting,O,shooting,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,In,O,In,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,another,O,another,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,attack,O,attack,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,also,O,also,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,province,O,province,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,'s,O,s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,south,O,south,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,coast,O,coast,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,Thursday,O,Thursday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,night,O,night,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,two,O,two,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,men,O,men,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,were,O,were,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,shot,O,shot,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,dead,O,dead,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,near,O,near,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,Umkomaas,B-LOC,Umkomaas,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,We,O,We,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,suspect,O,suspect,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,that,O,that,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,these,O,these,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,killings,O,killings,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,are,O,are,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,linked,O,linked,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,politics,O,politics,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,spokesman,O,spokesman,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,Bala,B-PER,Bala,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,Naidoo,I-PER,Naidoo,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,told,O,told,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,Reuters,B-ORG,Reuters,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,There,O,There,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,had,O,had,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,been,O,been,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,no,O,no,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,arrests,O,arrests,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,The,O,The,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,killings,O,killings,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,came,O,came,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,just,O,just,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,hours,O,hours,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,after,O,after,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,violence,O,violence,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,monitors,O,monitors,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,they,O,they,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,were,O,were,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,not,O,not,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,optimistic,O,optimistic,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,peaceful,O,peaceful,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,festive,O,festive,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,season,O,season,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,KwaZulu-Natal,B-LOC,KwaZulu-Natal,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,pointed,O,pointed,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,south,O,south,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,coast,O,coast,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,region,O,region,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,where,O,where,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,18,O,18,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,people,O,people,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,were,O,were,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,massacred,O,massacred,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,last,O,last,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,Christmas,O,Christmas,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,as,O,as,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,one,O,one,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,potential,O,potential,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,hot,O,hot,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,spots,O,spots,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,They,O,They,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,recent,O,recent,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,lull,O,lull,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,political,O,political,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,feuding,O,feuding,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,could,O,could,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,be,O,be,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,upset,O,upset,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,as,O,as,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,thousands,O,thousands,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,migrant,O,migrant,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,workers,O,workers,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,some,O,some,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,tense,O,tense,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,with,O,with,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,grudges,O,grudges,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,brewed,O,brewed,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,cities,O,cities,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,keen,O,keen,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,settle,O,settle,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,old,O,old,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,scores,O,scores,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,flock,O,flock,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,back,O,back,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,their,O,their,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,home,O,home,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,villages,O,villages,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,,,,,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,More,O,More,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,than,O,than,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,"14,000",O,"14,000",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,people,O,people,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,have,O,have,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,lost,O,lost,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,their,O,their,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,lives,O,lives,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,over,O,over,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,decade,O,decade,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,political,O,political,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,turf,O,turf,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,wars,O,wars,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,between,O,between,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,ANC,B-ORG,ANC,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,Zulu,B-MISC,Zulu,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,Chief,O,Chief,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,Mangosuthu,B-PER,Mangosuthu,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,Buthelezi,I-PER,Buthelezi,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,'s,O,s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,Inkatha,B-ORG,Inkatha,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,Freedom,I-ORG,Freedom,I-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,Party,I-ORG,Party,I-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
