row_mod,text,conll#,text,xlmr_outputs,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated issue,,,
35,-,O,-,O,SPORTS,DATA REPORT,Yes,,,,,,,,
36,GREEN,B-ORG,GREEN,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
37,BAY,I-ORG,BAY,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
38,10,O,10,O,SPORTS,DATA REPORT,Yes,,,,,,,,
39,3,O,3,O,SPORTS,DATA REPORT,Yes,,,,,,,,
40,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
41,346,O,346,O,SPORTS,DATA REPORT,Yes,,,,,,,,
42,191,O,191,O,SPORTS,DATA REPORT,Yes,,,,,,,,
43,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
44,MINNESOTA,B-ORG,MINNESOTA,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
45,7,O,7,O,SPORTS,DATA REPORT,Yes,,,,,,,,
46,6,O,6,O,SPORTS,DATA REPORT,Yes,,,,,,,,
47,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
48,243,O,243,O,SPORTS,DATA REPORT,Yes,,,,,,,,
49,245,O,245,O,SPORTS,DATA REPORT,Yes,,,,,,,,
50,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
51,CHICAGO,B-ORG,CHICAGO,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
52,5,O,5,O,SPORTS,DATA REPORT,Yes,,,,,,,,
53,8,O,8,O,SPORTS,DATA REPORT,Yes,,,,,,,,
54,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
55,202,O,202,O,SPORTS,DATA REPORT,Yes,,,,,,,,
56,248,O,248,O,SPORTS,DATA REPORT,Yes,,,,,,,,
57,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
58,DETROIT,B-ORG,DETROIT,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
59,5,O,5,O,SPORTS,DATA REPORT,Yes,,,,,,,,
60,8,O,8,O,SPORTS,DATA REPORT,Yes,,,,,,,,
61,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
62,263,O,263,O,SPORTS,DATA REPORT,Yes,,,,,,,,
63,289,O,289,O,SPORTS,DATA REPORT,Yes,,,,,,,,
64,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
65,TAMPA,B-ORG,TAMPA,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
66,BAY,I-ORG,BAY,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
67,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
68,9,O,9,O,SPORTS,DATA REPORT,Yes,,,,,,,,
69,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
70,153,O,153,O,SPORTS,DATA REPORT,Yes,,,,,,,,
71,243,O,243,O,SPORTS,DATA REPORT,Yes,,,,,,,,
72,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
73,WESTERN,B-MISC,WESTERN,B-MISC,SPORTS,DATA REPORT,Yes,,,,,,,,
74,DIVISION,I-MISC,DIVISION,I-MISC,SPORTS,DATA REPORT,Yes,,,,,,,,
75,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
76,W,O,W,O,SPORTS,DATA REPORT,Yes,,,,,,,,
77,L,O,L,O,SPORTS,DATA REPORT,Yes,,,,,,,,
78,T,O,T,O,SPORTS,DATA REPORT,Yes,,,,,,,,
79,PF,O,PF,O,SPORTS,DATA REPORT,Yes,,,,,,,,
80,PA,O,PA,O,SPORTS,DATA REPORT,Yes,,,,,,,,
81,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
82,SAN,B-ORG,SAN,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
83,FRANCISCO,I-ORG,FRANCISCO,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
84,10,O,10,O,SPORTS,DATA REPORT,Yes,,,,,,,,
85,3,O,3,O,SPORTS,DATA REPORT,Yes,,,,,,,,
86,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
87,325,O,325,O,SPORTS,DATA REPORT,Yes,,,,,,,,
88,198,O,198,O,SPORTS,DATA REPORT,Yes,,,,,,,,
89,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
90,CAROLINA,B-ORG,CAROLINA,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
91,9,O,9,O,SPORTS,DATA REPORT,Yes,,,,,,,,
92,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
93,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
94,292,O,292,O,SPORTS,DATA REPORT,Yes,,,,,,,,
95,164,O,164,O,SPORTS,DATA REPORT,Yes,,,,,,,,
96,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
97,ST,B-ORG,ST,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
98,LOUIS,I-ORG,LOUIS,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
99,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
0,9,O,9,O,SPORTS,DATA REPORT,Yes,,,,,,,,
1,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
2,246,O,246,O,SPORTS,DATA REPORT,Yes,,,,,,,,
3,334,O,334,O,SPORTS,DATA REPORT,Yes,,,,,,,,
4,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
5,ATLANTA,B-ORG,ATLANTA,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
6,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
7,11,O,11,O,SPORTS,DATA REPORT,Yes,,,,,,,,
8,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
9,234,O,234,O,SPORTS,DATA REPORT,Yes,,,,,,,,
10,393,O,393,O,SPORTS,DATA REPORT,Yes,,,,,,,,
11,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
12,NEW,B-ORG,NEW,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
13,ORLEANS,I-ORG,ORLEANS,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
14,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
15,11,O,11,O,SPORTS,DATA REPORT,Yes,,,,,,,,
16,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
17,184,O,184,O,SPORTS,DATA REPORT,Yes,,,,,,,,
18,291,O,291,O,SPORTS,DATA REPORT,Yes,,,,,,,,
19,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
20,X,O,X,O,SPORTS,DATA REPORT,Yes,,,,,,,,
21,--,O,--,O,SPORTS,DATA REPORT,Yes,,,,,,,,
22,CLINCHED,O,CLINCHED,O,SPORTS,DATA REPORT,Yes,,,,,,,,
23,DIVISION,O,DIVISION,O,SPORTS,DATA REPORT,Yes,,,,,,,,
24,TITLE,O,TITLE,O,SPORTS,DATA REPORT,Yes,,,,,,,,
25,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
26,Y,O,Y,O,SPORTS,DATA REPORT,Yes,,,,,,,,
27,--,O,--,O,SPORTS,DATA REPORT,Yes,,,,,,,,
28,CLINCHED,O,CLINCHED,O,SPORTS,DATA REPORT,Yes,,,,,,,,
29,PLAYOFF,O,PLAYOFF,O,SPORTS,DATA REPORT,Yes,,,,,,,,
30,BERTH,O,BERTH,O,SPORTS,DATA REPORT,Yes,,,,,,,,
31,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
32,SUNDAY,O,SUNDAY,O,SPORTS,DATA REPORT,Yes,,,,,,,,
33,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
34,DECEMBER,O,DECEMBER,O,SPORTS,DATA REPORT,Yes,,,,,,,,
35,8,O,8,O,SPORTS,DATA REPORT,Yes,,,,,,,,
36,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
37,ST,B-ORG,ST,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
38,LOUIS,I-ORG,LOUIS,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
39,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
40,CHICAGO,B-LOC,CHICAGO,B-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
41,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
42,BALTIMORE,B-ORG,BALTIMORE,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
43,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
44,CINCINNATI,B-LOC,CINCINNATI,B-LOC,SPORTS,DATA REPORT,Yes,^,TYPE ERROR,,,,,,
45,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
46,DENVER,B-ORG,DENVER,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
47,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
48,GREEN,B-LOC,GREEN,B-LOC,SPORTS,DATA REPORT,Yes,^,TYPE ERROR,,,,,,
49,BAY,I-LOC,BAY,I-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
50,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
51,JACKSONVILLE,B-ORG,JACKSONVILLE,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
52,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
53,HOUSTON,B-LOC,HOUSTON,B-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
54,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
55,NY,B-ORG,NY,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
56,GIANTS,I-ORG,GIANTS,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
57,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
58,MIAMI,B-LOC,MIAMI,B-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
59,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
60,ATLANTA,B-ORG,ATLANTA,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
61,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
62,NEW,B-LOC,NEW,B-LOC,SPORTS,DATA REPORT,Yes,^,TYPE ERROR,,,,,,
63,ORLEANS,I-LOC,ORLEANS,I-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
64,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
65,SAN,B-ORG,SAN,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
66,DIEGO,I-ORG,DIEGO,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
67,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
68,PITTSBURGH,B-LOC,PITTSBURGH,B-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
69,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
70,WASHINGTON,B-ORG,WASHINGTON,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
71,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
72,TAMPA,B-LOC,TAMPA,B-LOC,SPORTS,DATA REPORT,Yes,^,TYPE ERROR,,,,,,
73,BAY,I-LOC,BAY,I-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
74,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
75,DALLAS,B-ORG,DALLAS,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
76,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
77,ARIZONA,B-LOC,ARIZONA,B-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
78,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
79,NY,B-ORG,NY,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
80,JETS,I-ORG,JETS,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
81,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
82,NEW,B-LOC,NEW,B-LOC,SPORTS,DATA REPORT,Yes,^,TYPE ERROR,,,,,,
83,ENGLAND,I-LOC,ENGLAND,I-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
84,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
85,BUFFALO,B-ORG,BUFFALO,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
86,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
87,SEATTLE,B-LOC,SEATTLE,B-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
88,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
89,CAROLINA,B-ORG,CAROLINA,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
90,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
91,SAN,B-LOC,SAN,B-LOC,SPORTS,DATA REPORT,Yes,^,TYPE ERROR,,,,,,
92,FRANCISCO,I-LOC,FRANCISCO,I-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
93,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
94,MINNESOTA,B-ORG,MINNESOTA,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
95,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
96,DETROIT,B-LOC,DETROIT,B-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
97,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
98,MONDAY,O,MONDAY,O,SPORTS,DATA REPORT,Yes,,,,,,,,
99,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
0,DECEMBER,O,DECEMBER,O,SPORTS,DATA REPORT,Yes,,,,,,,,
1,9,O,9,O,SPORTS,DATA REPORT,Yes,,,,,,,,
2,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
3,KANSAS,B-ORG,KANSAS,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
4,CITY,I-ORG,CITY,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
5,AT,O,AT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
6,OAKLAND,B-LOC,OAKLAND,B-LOC,SPORTS,DATA REPORT,Yes,,,,,AT TEAM ERROR,,,
7,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
8,-DOCSTART-,O,-DOCSTART-,O,SPORTS,DATA REPORT,Yes,,,,,,,,
9,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
10,NFL,B-ORG,NFL,B-MISC,SPORTS,DATA REPORT,No,^,TYPE ERROR,,,,,,
11,AMERICAN,B-MISC,AMERICAN,I-MISC,SPORTS,DATA REPORT,No,^,TYPE ERROR,,ORG > MISC,,,,
12,FOOTBALL,O,FOOTBALL,O,SPORTS,DATA REPORT,Yes,,,,,,,,
13,-,O,-,O,SPORTS,DATA REPORT,Yes,,,,,,,,
14,THURSDAY,O,THURSDAY,O,SPORTS,DATA REPORT,Yes,,,,,,,,
15,'S,O,'S,O,SPORTS,DATA REPORT,Yes,,,,,,,,
16,RESULT,O,RESULT,O,SPORTS,DATA REPORT,Yes,,,,,,,,
17,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
18,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
19,NEW,B-LOC,NEW,B-LOC,SPORTS,DATA REPORT,Yes,,,,,,,,
20,YORK,I-LOC,YORK,I-LOC,SPORTS,DATA REPORT,Yes,,,,,,,,
21,1996-12-05,O,1996-12-05,O,SPORTS,DATA REPORT,Yes,,,,,,,,
22,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
23,Result,O,Result,O,SPORTS,DATA REPORT,Yes,,,,,,,,
24,of,O,of,O,SPORTS,DATA REPORT,Yes,,,,,,,,
25,National,B-ORG,National,B-MISC,SPORTS,DATA REPORT,No,^,TYPE ERROR,,,,,,
26,Football,I-ORG,Football,I-MISC,SPORTS,DATA REPORT,No,^,TYPE ERROR,,,,,,
27,League,I-ORG,League,I-MISC,SPORTS,DATA REPORT,No,^,TYPE ERROR,,ORG > MISC,,,,
28,game,O,game,O,SPORTS,DATA REPORT,Yes,,,,,,,,
29,on,O,on,O,SPORTS,DATA REPORT,Yes,,,,,,,,
30,Thursday,O,Thursday,O,SPORTS,DATA REPORT,Yes,,,,,,,,
31,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
32,home,O,home,O,SPORTS,DATA REPORT,Yes,,,,,,,,
33,team,O,team,O,SPORTS,DATA REPORT,Yes,,,,,,,,
34,in,O,in,O,SPORTS,DATA REPORT,Yes,,,,,,,,
35,CAPS,O,CAPS,O,SPORTS,DATA REPORT,Yes,,,,,,,,
36,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
37,:,O,:,O,SPORTS,DATA REPORT,Yes,,,,,,,,
38,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
39,INDIANAPOLIS,B-ORG,INDIANAPOLIS,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
40,37,O,37,O,SPORTS,DATA REPORT,Yes,,,,,,,,
41,Philadelphia,B-ORG,Philadelphia,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
42,10,O,10,O,SPORTS,DATA REPORT,Yes,,,,,,,,
43,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
44,-DOCSTART-,O,-DOCSTART-,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,NCAA,B-ORG,NCAA,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,AMERICAN,B-MISC,AMERICAN,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,FOOTBALL,O,FOOTBALL,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,-,O,-,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,OHIO,B-ORG,OHIO,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,STATE,I-ORG,STATE,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,'S,O,'S,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,PACE,B-PER,PACE,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,FIRST,O,FIRST,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,REPEAT,O,REPEAT,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,LOMBARDI,B-MISC,LOMBARDI,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,AWARD,I-MISC,AWARD,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,WINNER,O,WINNER,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,HOUSTON,B-LOC,HOUSTON,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,1996-12-05,O,1996-12-05,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,Ohio,B-ORG,Ohio,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,State,I-ORG,State,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,left,O,left,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,tackle,O,tackle,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,Orlando,B-PER,Orlando,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,Pace,I-PER,Pace,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,became,O,became,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,first,O,first,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
73,repeat,O,repeat,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,winner,O,winner,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,Lombardi,B-MISC,Lombardi,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,Award,I-MISC,Award,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,Thursday,O,Thursday,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,night,O,night,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,when,O,when,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,Rotary,B-ORG,Rotary,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,Club,I-ORG,Club,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,of,I-ORG,of,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,Houston,I-ORG,Houston,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,again,O,again,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,honoured,O,honoured,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,him,O,him,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,as,O,as,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,college,O,college,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,football,O,football,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,'s,O,'s,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,lineman,O,lineman,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,year,O,year,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
99,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
0,Pace,B-PER,Pace,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
1,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
2,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
3,junior,O,junior,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,helped,O,helped,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,Ohio,B-ORG,Ohio,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,State,I-ORG,State,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,10-1,O,10-1,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,record,O,record,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,berth,O,berth,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,Rose,B-MISC,Rose,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,Bowl,I-MISC,Bowl,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,against,O,against,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,Arizona,B-ORG,Arizona,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,State,I-ORG,State,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,He,O,He,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,was,O,was,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,most,O,most,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,dominant,O,dominant,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,offensive,O,offensive,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,lineman,O,lineman,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,country,O,country,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,also,O,also,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,played,O,played,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,defensive,O,defensive,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,line,O,line,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,goal-line,O,goal-line,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,situations,O,situations,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,Last,O,Last,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,year,O,year,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,Pace,B-PER,Pace,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,became,O,became,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,first,O,first,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,sophomore,O,sophomore,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,win,O,win,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,award,O,award,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,since,O,since,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,its,O,its,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,inception,O,inception,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,1970,O,1970,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,Pace,B-PER,Pace,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
